user,trd_times,total_count,B_out,C_in,out_count,in_count,cny_trx_amt,Dat_Flg3_Cd,Trx_Cod1_Cd,is_in_first_10days,is_in_middle_10days,is_in_last_10days
U37DAE3,60,575.8400000000001,55,5,2108.5600000000004,2684.4,1092.65,B,1,18,16,26
UBD120C,60,0.4200000000000728,27,33,25960.42,25960.84,5000.0,A,2,22,11,27
U965E4B,60,879.7699999999953,54,6,55057.89,55937.66,50000.0,A,1,21,24,15
U611B5A,60,-13501.0,35,25,22337.16,8836.16,960.0,A,3,19,25,16
U2A079E,60,9349.03,43,17,112930.66000000002,122279.69,41577.81,A,1,20,24,16
U1E6FB2,60,-2509.690000000001,50,10,25524.69,23015.0,2985.0,B,1,19,14,27
UD92D2B,60,-3131.13,45,15,19333.03,16201.900000000005,3495.01,A,1,0,51,9
U89032C,60,-2787.599999999999,46,14,48837.5,46049.9,10000.0,A,1,23,22,15
U86A93A,60,335.5899999999994,52,8,6704.409999999999,7040.0,3500.0,B,1,8,27,25
U974F74,60,2592.409999999998,51,9,24626.14,27218.55,8768.31,B,1,17,21,22
UEE9E49,60,-12335.150000000005,41,19,181485.33,169150.18,30000.0,A,1,22,15,23
U429886,60,-9764.009999999998,54,6,14295.11,4531.1,2456.6,B,1,15,18,27
UE2AEFB,60,267.36999999999995,46,14,17317.74,17585.11,4149.54,A,1,19,27,14
U1EF680,60,-212.95000000000007,56,4,3366.03,3153.0799999999995,2665.94,B,1,15,19,26
U2C7A72,60,16078.570000000005,33,27,143923.86,160002.43,9000.0,B,1,12,37,11
U100B6A,60,10848.22,54,6,7277.039999999999,18125.26,6541.32,A,1,11,23,26
U448D99,60,-417.38000000000017,58,2,6855.97,6438.59,3439.38,B,1,19,18,23
UB4757C,60,-361.64999999999975,43,17,6988.649999999998,6627.0,725.0,B,1,23,36,1
UA3EFD7,60,-1229.1799999999987,57,3,18809.55,17580.37,10000.0,B,1,15,13,32
UC0F360,60,19668.89,53,7,45908.06,65576.95000000001,63000.0,A,1,23,20,17
U7ED168,60,-134.73999999999978,44,16,7040.249999999999,6905.51,1750.0,B,1,27,4,29
UB3AE68,60,-298.9999999999999,57,3,1232.5799999999995,933.58,486.09,B,1,22,24,14
U0E6758,60,8375.760000000031,44,16,273817.57,282193.33000000013,201000.0,A,1,15,28,17
U23C1E7,60,262.76000000000005,55,5,978.86,1241.62,500.0,B,1,2,29,29
U49573B,60,-151.98000000000005,54,6,2761.21,2609.23,1089.0,A,1,12,33,15
U76A77D,60,5983.260000000002,30,30,60627.64,66610.9,4605.12,B,3,8,8,44
UD5C9AB,60,-20632.650000000005,48,12,195135.65,174503.0,25000.0,B,1,13,22,25
UAAD3F4,60,1700.09,56,4,1229.7,2929.79,1700.0,A,1,3,55,2
UAE1A0E,60,-63.75000000000003,56,4,3054.29,2990.5400000000004,1744.4,B,1,25,12,23
U6D057A,60,4586.300000000002,50,10,37605.13000000001,42191.43,10000.0,B,1,31,14,15
U6C1623,60,-2015.6000000000024,52,8,19924.94,17909.34,11074.59,B,1,30,23,7
U132628,60,-110.26,56,4,3087.56,2977.3,1242.82,B,1,21,14,25
U00E588,60,-4.600000000000136,31,29,11058.0,11053.4,1193.3,A,1,2,34,24
U51A376,60,11.559999999986847,38,22,314371.69,314383.25,215800.0,A,1,27,28,5
UE670A5,60,-15893.110000000002,37,23,169846.12999999998,153953.02,39768.0,A,1,22,18,20
UB69EF3,60,-2702.1600000000008,45,15,28920.7,26218.54,5920.86,A,1,21,26,13
UDA7DC2,60,-946.6700000000008,57,3,3520.2700000000013,2573.6,1560.41,B,1,18,8,34
UED5980,60,-160.48999999999907,38,22,21541.810000000005,21381.32,7000.0,A,3,30,21,9
U8FD49F,60,-16045.030000000002,57,3,21445.04,5400.01,2700.0,B,1,15,24,21
UCCC03C,60,-156.48000000000152,36,24,16909.530000000006,16753.050000000007,8500.0,A,3,23,20,17
U0BCF11,60,909.3999999999997,55,5,8415.279999999999,9324.68,4362.0,B,1,23,21,16
UBB6328,60,5381.289999999997,47,13,103264.87,108646.16,30000.0,A,1,33,21,6
U63AB0D,60,-14986.73,44,16,200256.5999999999,185269.87,35000.0,A,3,15,13,32
U626BD4,60,-99.14999999999976,38,22,8671.73,8572.58,3500.0,A,1,21,23,16
U134F13,60,-1516.5800000000004,52,8,6876.269999999999,5359.69,1725.82,B,1,45,8,7
UD340BF,60,2308.25,34,26,16147.829999999998,18456.08,3200.0,A,3,28,18,14
U29B726,60,-7702.069999999995,49,11,59932.72,52230.65000000001,30099.45,B,1,19,11,30
U20EAE3,60,6765.339999999997,22,38,407015.5500000001,413780.89,61788.39,A,2,32,9,19
UEB8169,60,22849.66,51,9,13160.24,36009.9,19966.68,B,1,18,9,33
UB724E1,60,117230.94,42,18,47092.4,164323.34,37000.0,B,1,18,32,10
U0A7C92,60,24396.820000000003,39,21,60230.99000000001,84627.81000000001,27000.0,B,1,23,11,26
U54B4B0,60,105363.19000000005,47,13,22272.55,127635.74,88000.0,A,1,21,25,14
UE18C74,60,584.9700000000012,50,10,14682.36,15267.33,4623.0,B,1,22,16,22
U70FACC,60,-210.78000000000011,44,16,3431.4600000000005,3220.6800000000007,1268.21,B,1,19,17,24
UEC61D0,60,-755.3800000000003,58,2,10681.38,9926.0,5886.0,B,1,20,21,19
U38BC09,60,-4935.0700000000015,34,26,71665.84999999999,66730.78,15539.43,B,1,39,9,12
U85428D,60,-3921.989999999999,56,4,6782.68,2860.69,2218.0,B,1,31,15,14
UDD8210,60,1064.3999999999996,58,2,1885.8,2950.2,1577.1,B,1,28,21,11
U5C66AC,60,-8976.569999999998,54,6,19379.98,10403.41,3750.5,A,1,6,25,29
U9931EC,60,-1024.8899999999994,52,8,14723.889999999998,13699.0,5800.0,B,1,29,20,11
U114F19,60,13511.020000000002,55,5,9497.15,23008.17,13000.0,B,1,15,20,25
UF60557,60,-620.6200000000002,52,8,10963.5,10342.88,3500.0,A,1,48,11,1
UAD21CE,60,-12437.389999999992,44,16,376336.87,363899.48,109200.0,A,3,22,17,21
U7D4142,60,-624.27,38,22,3621.87,2997.5999999999995,1200.0,B,1,12,44,4
UA1B9AC,60,-458.94,58,2,1053.13,594.1899999999998,397.4,B,1,13,18,29
U25B431,60,94016.7,36,24,198656.97,292673.67000000004,73328.25,A,1,19,20,21
U70AB38,60,602.9700000000003,47,13,12281.27,12884.24,7629.22,A,1,23,23,14
U963771,60,-1385.0700000000006,48,12,13538.599999999995,12153.53,9001.08,B,1,20,17,23
U506969,60,5205.36,57,3,24698.240000000005,29903.6,18492.6,B,1,18,19,23
U2F7076,59,-1280.7400000000005,57,2,3862.74,2582.0,2316.0,B,1,15,23,21
UCBB9AE,59,-256.2700000000001,55,4,1903.17,1646.9,1500.0,A,1,44,9,6
U67D651,59,7604.8600000000015,50,9,12616.01,20220.87,17280.0,A,1,19,16,24
U44AE53,59,1319.0999999999985,50,9,25962.86,27281.96,12700.0,B,1,23,13,23
UFE9B3C,59,5015.82,54,5,5459.17,10474.989999999998,5050.78,B,1,7,19,33
U95231C,59,-28.0,54,5,4867.31,4839.31,2698.04,B,1,22,11,26
UA5B4A4,59,3200.38,52,7,4443.16,7643.54,2000.0,A,1,22,21,16
U775C82,59,10.0,49,10,7760.17,7770.17,4300.0,B,1,24,13,22
UD44727,59,-26883.31,56,3,33820.5,6937.19,5241.33,A,1,20,10,29
U12C212,59,-73.8299999999997,52,7,6685.14,6611.31,4998.31,A,1,29,14,16
U579815,59,-7343.540000000007,43,16,53596.669999999984,46253.13,15000.0,A,1,15,19,25
U0C167E,59,-2042.1100000000006,51,8,29549.84,27507.73,10000.0,A,1,24,13,22
U83B7D6,59,-1013.430000000002,46,13,18540.52,17527.09,12000.0,B,1,12,33,14
U48D93E,59,-5276.199999999995,50,9,84132.94,78856.73999999999,31637.52,B,1,27,6,26
U4555F6,59,2251.66,48,11,36915.03,39166.69,10000.0,A,1,30,13,16
U424722,59,5486.9199999999955,36,23,103819.62,109306.54,50000.0,A,3,16,14,29
U261CF2,59,-1098.9100000000003,44,15,2327.620000000001,1228.7099999999996,523.96,B,1,15,22,22
U03FB27,59,-1392.8100000000009,56,3,6373.81,4981.0,3500.0,B,1,15,29,15
U92083E,59,-285.0699999999979,42,17,41853.65,41568.58,10000.0,B,1,14,20,25
UBDEAC8,59,674.6600000000012,57,2,12086.339999999998,12761.0,11453.0,B,1,24,13,22
U1F5084,59,13066.27,55,4,4565.010000000001,17631.28,10000.0,A,1,28,7,24
U420D05,59,6759.489999999998,50,9,48599.15000000001,55358.64,30000.0,A,1,16,37,6
UA3443D,59,-47049.9,54,5,47393.9,344.0,100.0,B,3,42,15,2
U145EBE,59,-41117.27,56,3,61170.64,20053.370000000006,10000.0,A,1,15,7,37
U5E8194,59,6938.440000000001,54,5,5319.580000000001,12258.02,9085.0,B,1,16,19,24
U356661,59,2482.9700000000007,55,4,4158.59,6641.56,5849.96,B,1,23,24,12
U684737,59,-3.4699999999991182,47,12,14798.979999999996,14795.509999999998,5000.0,A,1,10,19,30
U876B20,59,249.21999999999855,34,25,47137.84,47387.05999999998,22284.0,A,1,7,33,19
UB83A35,59,-6253.81,55,4,11415.810000000005,5162.0,2771.0,B,1,26,18,15
U37712A,59,-4615.3200000000015,55,4,6607.5,1992.1800000000005,871.88,B,1,21,19,19
U03A870,59,4479.900000000004,43,16,34771.34,39251.24,10000.0,A,1,11,21,27
UEA59E2,59,-466.4800000000001,44,15,7513.1399999999985,7046.66,1311.8,A,1,17,23,19
UF36714,59,-6498.589999999998,49,10,36536.16,30037.57,11889.95,B,1,5,36,18
UEA1169,59,79.99000000000012,53,6,2764.82,2844.8100000000004,1630.0,B,1,24,18,17
UA7D7A6,59,-5927.269999999999,45,14,17913.98,11986.71,4924.3,B,1,21,7,31
U0858D8,59,-10.120000000000141,33,26,4233.3,4223.1799999999985,2000.0,A,2,16,9,34
U814B65,59,-6107.12,51,8,37212.49,31105.370000000006,8099.08,B,1,10,15,34
U9D523C,59,-1966.99,57,2,5120.740000000002,3153.75,1785.0,B,1,20,22,17
U7F236B,59,-20516.83,57,2,26346.83,5830.0,4596.0,B,1,5,31,23
U09092F,59,-2451.130000000002,49,10,15103.64,12652.509999999998,3500.0,B,1,23,13,23
U888980,59,-1404.2800000000007,44,15,19167.58,17763.300000000007,4000.0,A,1,28,21,10
U907DC2,59,9730.319999999987,43,16,90022.41,99752.73,20000.0,A,1,25,23,11
UBC0F44,59,-19980.48,50,9,26395.05,6414.57,2000.0,A,1,32,16,11
UD6B4AC,59,20589.070000000003,42,17,4303.089999999998,24892.160000000003,20000.0,B,1,17,30,12
UCD1821,59,333.0800000000001,55,4,2709.21,3042.29,1727.2,B,1,20,27,12
U591D51,59,1086.7200000000003,46,13,7825.089999999998,8911.810000000001,2500.0,A,1,22,32,5
UE48AF5,59,309.8299999999872,43,16,231010.38,231320.21,35000.0,A,1,23,13,23
U95925A,59,11704.96000000001,33,26,200059.24,211764.19999999995,20012.32,A,1,15,19,25
UFFCC76,59,-20255.829999999987,55,4,43817.56999999999,23561.74,20000.0,B,1,25,9,25
UB24D7D,59,-18253.909999999996,50,9,59552.24000000001,41298.33,12321.02,B,1,15,29,15
UC78545,59,-3208.62,49,10,9818.02,6609.4,2000.0,B,1,17,30,12
U7F4BC1,59,12106.169999999993,39,20,78784.18,90890.35,40000.0,A,1,17,7,35
UCA5DEA,59,-45089.77000000001,48,11,168828.1,123738.33,41748.57,A,1,35,5,19
UA45305,59,843.2400000000004,53,6,2667.26,3510.5,1557.91,B,1,34,13,12
U61DF7D,59,0.8599999999983083,29,30,100082.0,100082.86,4988.0,B,3,10,29,20
U382731,59,170.2099999999996,52,7,24472.89,24643.1,9616.67,A,1,14,5,40
UD7C387,59,-2244.7899999999995,47,12,22295.0,20050.21,6739.33,B,1,0,19,40
U8088FE,59,9144.79,36,23,42407.44,51552.23,8500.0,A,1,21,28,10
U492C07,59,84363.85,38,21,259597.31,343961.15999999986,98709.0,A,1,25,13,21
U0DA19C,59,-465.4800000000008,54,5,4450.47,3984.99,2576.42,B,1,14,13,32
UE1036F,59,174.2099999999937,33,26,237244.41,237418.62,21700.0,A,2,32,13,14
UBA24E0,59,-314.2800000000006,46,13,28740.54,28426.26,9011.93,A,1,19,20,20
UF2A3B9,59,1220.4300000000005,52,7,8541.279999999999,9761.71,4361.09,B,1,28,28,3
UD55AD3,59,1407.2,46,13,5960.79,7367.99,2600.0,A,1,24,12,23
U845483,59,-619.72,58,1,1135.91,516.19,516.19,B,1,15,12,32
U321F12,59,6181.739999999994,43,16,172260.66,178442.4,110000.0,B,1,25,15,19
UE7EC09,59,-4843.28,58,1,4843.8,0.52,0.52,A,1,17,41,1
UB33FF7,59,-15803.030000000002,51,8,89372.54,73569.51000000001,27000.0,A,1,28,15,16
U88B77A,59,-20.479999999999567,47,12,27998.490000000005,27978.01,7074.77,A,1,9,37,13
U4C950A,59,-1097.2299999999998,57,2,2056.13,958.9,483.75,B,1,7,27,25
UE0E8D7,59,-7.9399999999993724,55,4,13749.52,13741.580000000002,5000.0,A,1,19,17,23
UE2B2D6,59,1252.399999999998,48,11,49882.77,51135.17000000001,10000.0,A,1,12,35,12
U2959EA,59,29050.29,53,6,3405.41,32455.7,25000.0,B,1,9,32,18
U9A07A7,59,94500.73000000004,28,31,230632.13000000003,325132.86,40000.0,A,2,21,11,27
UBC125F,59,-58.639999999999226,51,8,9778.679999999997,9720.04,4000.0,B,1,15,20,24
UDB9857,59,-415.99000000000086,44,15,6076.490000000002,5660.5,2264.49,B,1,30,19,10
U212CD7,59,214.80000000000038,44,15,20531.53,20746.33,6300.0,A,1,36,15,8
UD84B0C,59,-666.32,56,3,2927.140000000001,2260.82,1278.58,B,1,17,24,18
UFFFC56,59,701.3299999999726,33,26,224902.42000000004,225603.75,65855.48,A,1,31,13,15
U811937,59,22381.44,35,24,13375.25,35756.689999999995,10415.56,A,1,10,8,41
U413AF5,59,-13299.949999999993,38,21,52683.98000000001,39384.03,12973.22,B,1,3,43,13
UB2C2AA,59,345.65000000000015,44,15,55675.72,56021.37,28000.0,B,1,19,14,26
UF56482,59,39942.4,55,4,25190.66,65133.06,50000.0,B,1,9,22,28
UB16254,59,-1610.37,53,6,3510.43,1900.06,987.7,B,1,15,28,16
U850BDF,59,-5.189999999999987,43,16,660.8,655.61,237.0,A,1,34,19,6
UA6EB13,59,998.7400000000004,53,6,1276.96,2275.7,1500.0,B,1,17,20,22
U6DA40E,59,-33201.54000000002,55,4,65796.18000000001,32594.64,11151.19,B,1,9,31,19
UA13B70,59,20862.9,49,10,16161.35,37024.25,13500.0,B,1,16,19,24
U1BA46A,59,-408.17000000000013,50,9,12012.820000000003,11604.65,5242.85,A,1,20,21,18
U466DB3,59,10589.230000000009,50,9,130510.77,141100.0,30000.0,B,1,22,17,20
U744BAE,59,5230.529999999999,33,26,41136.679999999986,46367.20999999999,8327.0,A,1,11,42,6
U878F96,59,-730.35,51,8,4226.55,3496.2000000000007,1500.0,B,1,13,15,31
U34FB77,59,-2349.750000000001,48,11,32772.46,30422.71,10000.0,A,1,8,24,27
UFCB9D1,59,1946.4600000000135,41,18,207083.4,209029.86,100000.0,A,1,8,31,20
UD383F3,59,-2688.86,45,14,37019.9,34331.04,5629.5,A,1,22,13,24
UEDC57B,59,1032.2399999999984,45,14,51653.84000000001,52686.08,49000.0,A,1,18,16,25
U52DE1A,59,9392.350000000006,55,4,29068.2,38460.55,19021.34,B,1,28,20,11
U093A46,59,-3819.74,57,2,8669.74,4850.0,3850.0,B,1,13,13,33
U1CC501,58,-476.6800000000004,40,18,3361.760000000001,2885.08,1319.34,B,1,17,19,22
U7F9B8B,58,-13135.300000000005,52,6,26037.8,12902.5,4846.47,B,1,10,32,16
UE679F2,58,-864.2700000000003,37,21,34605.76,33741.490000000005,6464.25,A,1,49,2,7
U458CD7,58,808.0599999999904,34,24,416255.01,417063.07,50000.0,A,1,43,9,6
UBD5B90,58,-9172.449999999997,49,9,46922.00000000001,37749.55,16000.0,B,1,16,19,23
U7F0793,58,180.33999999999943,48,10,3318.01,3498.350000000001,1800.0,A,1,41,12,5
U8EEBB5,58,-409.23999999999984,53,5,1509.4799999999998,1100.24,500.0,A,1,19,31,8
U8FBA99,58,2794.63,51,7,5731.070000000002,8525.7,3884.0,B,1,15,23,20
UBD13F3,58,-5843.190000000001,42,16,64545.93999999997,58702.74999999999,8500.0,B,3,21,23,14
UCA68E3,58,3142.410000000001,36,22,31919.27,35061.68,10000.0,A,1,20,25,13
U51EB57,58,-953.670000000002,56,2,6038.670000000003,5085.0,5000.0,B,1,45,4,9
U49B11D,58,-911.23,51,7,7019.98,6108.75,2999.0,A,1,4,24,30
UE191F3,58,-4345.480000000001,51,7,18433.81,14088.330000000002,3929.51,B,1,6,5,47
UB57EB2,58,-626.5500000000006,53,5,6140.660000000002,5514.11,2099.0,B,1,9,30,19
U95F958,58,-3756.76,54,4,9314.0,5557.24,3007.25,B,1,19,15,24
U453615,58,-385.44000000000085,53,5,8195.07,7809.63,4059.82,B,1,31,12,15
U23BA47,58,511.19000000000227,34,24,40368.38000000001,40879.570000000014,9000.0,A,1,23,22,13
U340A01,58,-159.6800000000003,49,9,4985.209999999999,4825.530000000002,1300.0,B,1,5,7,46
U5D3816,58,-1343.7700000000011,48,10,14687.909999999998,13344.14,6359.11,B,1,18,16,24
U6B7A95,58,-2500.760000000001,54,4,7735.809999999999,5235.05,2300.36,B,1,17,27,14
UD76F95,58,2569.8499999999995,48,10,2037.12,4606.97,2870.55,B,1,19,32,7
U4C9836,58,981.909999999999,38,20,53108.78,54090.69,5000.0,A,3,17,24,17
UC9B9CD,58,-8245.219999999992,42,16,87351.54000000001,79106.31999999999,39000.21,A,3,36,7,15
U3BC5EB,58,83222.96999999999,47,11,22547.3,105770.27,80000.0,A,1,9,34,15
UD8C1A4,58,-2175.5599999999995,46,12,14028.37,11852.81,2979.0,A,1,18,20,20
UEE3C64,58,-41236.76000000002,51,7,153953.62999999998,112716.87,50000.0,B,1,27,20,11
U51F90E,58,-18347.82,26,32,107041.55,88693.73,21700.0,A,3,14,35,9
U69F102,58,-765.2299999999997,39,19,3332.590000000001,2567.36,420.21,B,1,30,19,9
UA5CD13,58,112.06000000000313,50,8,13647.039999999995,13759.1,4950.0,B,1,29,6,23
U8C2E55,58,-8268.73,39,19,105055.73,96787.0,20000.0,B,1,16,20,22
U1F0BBE,58,-19793.58,56,2,23985.19,4191.6100000000015,2321.34,B,1,26,10,22
U01725C,58,26762.340000000047,27,31,1260685.0799999998,1287447.4199999995,110000.0,A,1,5,14,39
UE598FB,58,415.28999999999917,37,21,16142.419999999998,16557.710000000006,13000.0,A,1,13,23,22
U21409B,58,1717.4099999999994,55,3,9633.81,11351.22,3971.0,B,1,30,16,12
UCA13BA,58,13084.98,38,20,19101.040000000005,32186.02,10000.0,B,1,19,29,10
UED03FD,58,-75751.88,34,24,219993.41000000003,144241.53000000006,17000.0,B,3,15,2,41
U8EE123,58,-2157.91,41,17,8823.5,6665.59,4530.99,B,1,18,7,33
U4175C8,58,69689.44,41,17,79872.65999999999,149562.1,100000.0,A,1,14,21,23
U529B10,58,-303.80000000000086,49,9,9772.86,9469.06,3905.49,B,1,46,11,1
UFDC18E,58,690.9499999999998,50,8,3398.6400000000012,4089.59,1000.0,B,1,18,23,17
U2732F2,58,-1148.6299999999976,47,11,114785.37,113636.74,40000.0,A,1,8,31,19
U3194DB,58,-32863.98000000002,42,16,167288.80000000002,134424.82,50000.0,B,1,33,13,12
UE231CA,58,-501.98,44,14,739.0600000000003,237.08,128.8,B,1,17,22,19
UBAF03D,58,-2199.999999999999,53,5,4327.33,2127.33,1000.0,B,1,22,23,13
U2C6A7B,58,-13113.07,54,4,41145.070000000014,28032.0,15180.0,B,1,15,18,25
U7B1D91,58,-16306.170000000002,53,5,21860.88,5554.71,2089.0,A,1,25,13,20
U524E19,58,-4500.469999999998,48,10,11260.34,6759.87,1900.0,B,1,19,18,21
UA50342,58,-289.8100000000008,52,6,4837.56,4547.75,2389.47,B,1,16,34,8
U624DF1,58,-3089.2699999999986,45,13,37680.84,34591.57,6750.0,B,1,6,18,34
U653F80,58,23.35000000000059,43,15,7554.73,7578.08,3500.0,A,1,27,11,20
UD86BE4,58,-3996.67,51,7,14109.75,10113.08,3195.83,B,3,12,8,38
U8CECA1,58,3425.610000000001,32,26,60588.0,64013.61,23958.3,A,1,13,19,26
U56FE97,58,-40.0,31,27,20110.0,20070.0,1700.0,B,1,4,31,23
UF9B3B0,58,-7018.98,55,3,22594.36,15575.38,7295.0,B,1,19,21,18
U050D08,58,-2203.95,54,4,8135.7,5931.75,3544.7,A,1,17,12,29
U1DF9FE,58,-2789.6000000000013,44,14,5170.44,2380.84,1397.86,B,1,19,15,24
U0E6C93,58,-5717.700000000002,40,18,33590.12,27872.42,4100.0,A,3,5,49,4
U41E08F,58,1200.7699999999995,33,25,19710.44,20911.21,2045.89,A,2,28,9,21
U8178D3,58,1311.7200000000005,52,6,9511.6,10823.32,6960.0,A,1,15,8,35
U06D47F,58,-286.56,54,4,8203.199999999999,7916.6399999999985,2522.22,B,1,15,39,4
UD3852A,58,-7055.600000000002,54,4,24239.99,17184.39,5000.0,B,1,40,4,14
UFAB297,58,-19861.5,53,5,30714.550000000007,10853.05,5264.75,B,1,14,23,21
UD6597F,58,-3054.9800000000005,57,1,12168.979999999996,9114.0,9114.0,B,1,16,16,26
U891996,58,-2885.12,49,9,3787.6,902.48,203.98,B,1,12,20,26
U93B9D2,58,-3405.320000000001,47,11,17829.159999999996,14423.84,5575.92,B,1,19,22,17
U44E519,58,12.569999999999961,51,7,2772.4999999999995,2785.07,1486.8,A,1,9,13,36
UFEA34E,58,-1672.8100000000004,33,25,8132.42,6459.6100000000015,1260.0,B,3,12,11,35
UA61D37,58,-9049.96,55,3,9150.25,100.29,100.0,B,3,22,16,20
U380ADA,58,-10801.009999999998,48,10,48355.14,37554.13,11915.4,A,1,17,40,1
UF52893,58,-16335.57,48,10,91952.52,75616.95,20800.0,B,1,11,22,25
U4EF0D6,58,-21200.92,53,5,31542.68,10341.76,5000.0,B,1,23,7,28
U39D942,58,3138.6600000000035,42,16,277820.03,280958.69,100000.0,B,1,23,8,27
UECA3CD,58,-738.110000000001,48,10,6195.85,5457.74,2400.0,B,1,20,16,22
U5E4E04,58,58.269999999999825,28,30,16672.739999999998,16731.01,721.0,B,3,0,18,40
U812886,58,-3981.89,56,2,4559.05,577.1600000000002,377.16,B,1,23,20,15
U61E326,58,1529.5499999999995,55,3,5772.990000000002,7302.54,4500.0,A,1,29,13,16
U365A26,58,12102.460000000005,23,35,401516.9,413619.36,100000.0,A,2,12,14,32
U67ED9C,58,-4452.569999999998,52,6,45606.14,41153.569999999985,17000.0,B,1,20,14,24
U0567DB,58,687.1499999999996,30,28,16158.13,16845.28,1896.0,B,1,38,18,2
U47F64A,58,63947.81,39,19,12746.29,76694.1,35000.0,B,1,14,20,24
UE1AEEC,58,9986.419999999998,43,15,59497.31,69483.73,16000.0,A,1,23,7,28
U53FC93,58,-3834.450000000001,33,25,28994.08,25159.63,2482.19,A,1,20,15,23
U11D83D,58,-1983.830000000003,45,13,86022.36,84038.53,44467.99,A,1,19,25,14
UFD214E,58,8002.379999999997,21,37,131610.51,139612.89,30000.0,A,2,19,12,27
UCC8090,58,-3022.25,56,2,3324.35,302.1,300.0,B,1,17,9,32
U459CAA,58,57.28000000000034,52,6,3834.17,3891.45,2000.0,A,1,11,12,35
UAAFB19,58,1651.67,46,12,7973.94,9625.61,2051.0,A,1,13,24,21
U4955C4,58,7095.420000000004,52,6,64612.72,71708.14,20000.0,B,1,16,6,36
U7DF27A,58,20413.119999999995,42,16,107340.68,127753.8,20000.0,B,1,19,21,18
U39C87C,58,-40054.66000000002,56,2,43386.110000000015,3331.45,3200.0,B,1,18,30,10
UD99EB5,58,-6102.889999999998,46,12,86429.88999999997,80327.0,10000.0,B,1,5,21,32
U0A2BA4,58,520.8000000000002,42,16,9098.05,9618.849999999997,4000.0,B,1,19,30,9
UF91323,58,10049.629999999996,47,11,54974.44000000001,65024.07,36000.0,A,1,13,24,21
U401198,58,-10735.080000000004,49,9,19894.28,9159.2,4757.0,B,1,27,16,15
U6ECD8B,58,-727.9599999999997,52,6,9036.43,8308.470000000001,2340.0,B,1,28,16,14
UE51F29,58,21948.4,53,5,8987.9,30936.300000000007,20000.0,B,1,16,26,16
UDEC2FD,58,-1444.9599999999982,41,17,44995.91999999999,43550.96,14122.0,A,1,20,24,14
UEBCA98,58,150.23000000000138,56,2,6002.549999999997,6152.78,5663.62,B,1,18,22,18
UBCC214,58,31663.47,39,19,118371.29,150034.75999999998,31900.0,A,1,12,19,27
U27E0EC,58,-5780.470000000002,49,9,33834.01,28053.54,8999.88,A,1,7,27,24
UF3919F,58,25.38999999999925,48,10,22498.18,22523.57,10000.0,A,1,13,12,33
U864687,58,61.23999999999658,45,13,68770.36999999997,68831.61,67100.0,B,1,26,10,22
U0C0A58,57,706.6599999999994,56,1,5183.440000000001,5890.1,5890.1,B,1,16,14,27
UE25287,57,-138.3199999999988,52,5,18778.29,18639.97,8469.84,B,1,19,22,16
U1EFD44,57,6225.419999999958,36,21,242747.32,248972.74,74000.0,A,1,29,22,6
U681532,57,2687.3,42,15,8806.38,11493.679999999997,3000.0,B,1,11,22,24
UF314D7,57,-7736.589999999997,33,24,100726.83,92990.24000000002,20000.5,A,3,27,20,10
U9ABE1B,57,-5195.28,54,3,7052.06,1856.78,1737.08,B,1,6,18,33
UBB0617,57,615.6300000000037,38,19,93576.62,94192.25,19000.0,A,3,34,15,8
U4EACD4,57,1321.0600000000004,50,7,27999.18999999999,29320.25,8587.25,B,1,19,21,17
U16CC48,57,-1.8189894035458565e-12,21,36,74237.63,74237.62999999998,16812.77,A,2,31,24,2
UBE88CE,57,13.899999999999634,50,7,17418.65,17432.55,6939.46,A,1,38,16,3
UD52093,57,-437.36999999999983,46,11,3459.0600000000004,3021.69,1402.0,B,1,17,15,25
UEB8791,57,-32.47,35,22,752.9700000000001,720.5,110.0,A,2,36,10,11
U668ED3,57,-14502.200000000004,45,12,53802.39,39300.19,5000.0,B,1,32,17,8
U7AFB50,57,1737.4,53,4,2617.28,4354.68,2354.48,B,1,7,19,31
U37BEBA,57,1719.0599999999988,52,5,14369.35999999999,16088.42,9152.17,B,1,29,20,8
UEF09AA,57,-2384.66,53,4,6006.56,3621.9,1969.66,B,1,11,15,31
U1E1A09,57,6000.640000000001,28,29,27493.97,33494.61,5000.0,A,3,26,4,27
UFBDC88,57,54827.0,30,27,63298.0,118125.0,100000.0,B,1,3,2,52
UCB895F,57,-131.30999999999585,44,13,28705.140000000007,28573.83,10000.0,B,1,19,16,22
UAEF493,57,21241.54,42,15,244576.5,265818.04,50000.0,B,1,22,21,14
UA02CA7,57,-641.6699999999963,34,23,80760.79999999999,80119.13,12813.12,A,1,12,23,22
UB4F730,57,12078.97,42,15,31281.54,43360.51,14704.92,A,1,32,15,10
U39E4C8,57,606.5100000000002,53,4,19623.49,20230.0,8700.0,B,1,35,7,15
U18B878,57,-214.7800000000011,53,4,7705.840000000004,7491.06,4201.67,B,1,19,21,17
U8D10C7,57,1438.5400000000034,48,9,51623.44999999999,53061.99000000001,26506.06,A,1,39,8,10
U1CD364,57,-9641.589999999991,46,11,86917.63,77276.04,20843.53,A,1,12,12,33
U0EB208,57,-2904.67,53,4,5264.67,2360.0,1420.0,B,1,10,27,20
U2F798A,57,2633.19,43,14,4975.680000000001,7608.87,2763.99,B,1,25,16,16
U7A14F0,57,-19784.82,44,13,40816.48000000002,21031.66,4000.0,B,1,28,24,5
