user,trd_times,total_count,B_out,C_in,out_count,in_count
U68462A,63,24668.509999999995,58,5,16483.659999999996,41152.170000000006
UD27441,63,-1778.3699999999994,56,7,10919.37,9141.0
UD40698,63,-893.3400000000004,40,23,16275.189999999997,15381.85
U283DE4,63,-3928.0200000000023,46,17,64776.60999999999,60848.59
U9BFB77,62,-2539.480000000001,57,5,6717.36,4177.88
U73DD82,62,1413.460000000004,53,9,48547.81000000001,49961.270000000004
U5D95D4,62,-558.1,58,4,1811.8999999999999,1253.8
UD25A3E,62,-773.0100000000002,34,28,1766.1500000000005,993.14
UEF65FA,62,-3215.649999999997,48,14,45508.48000000001,42292.83
UF60C5B,62,42861.28,39,23,226882.58000000002,269743.86
UFD621E,62,-3705.470000000011,53,9,30207.790000000005,26502.32
U2E9664,62,6096.750000000004,45,17,37296.520000000004,43393.270000000004
U6CED9A,62,2681.840000000003,59,3,7926.929999999999,10608.77
U69EF5A,62,277.3600000000004,58,4,4476.659999999999,4754.02
U5C9E19,62,-8.5,59,3,317.0,308.5
UA39FBF,62,1575.0799999999997,35,27,277071.45,278646.53
U2C08C9,62,2214.3299999999977,41,21,10850.48,13064.81
UC1AA06,62,-9195.89000000001,42,20,127764.85999999999,118568.96999999999
UBB4469,62,-1221.3800000000003,46,16,26165.779999999995,24944.400000000005
U12252E,62,5057.359999999997,48,14,30868.589999999997,35925.95
U595B8B,62,-10.900000000001455,37,25,83087.90000000001,83077.0
U3EA74A,62,-3367.569999999998,54,8,20180.370000000014,16812.8
U3816E8,62,-782.7899999999998,57,5,3066.6200000000003,2283.8300000000004
UC4806A,62,-4800.420000000002,58,4,18211.18,13410.76
U1F5FBC,62,-45805.58000000001,51,11,127405.26999999997,81599.68999999999
UF79743,62,8761.910000000003,53,9,73956.22,82718.13
U963BB5,62,-3932.419999999998,51,11,7224.399999999998,3291.9800000000005
U65C050,62,-124.91000000000001,59,3,657.91,533.0
U5A4EA2,62,6385.37,51,11,14848.34,21233.71
UCC5EC4,62,-3006.5800000000277,39,23,307927.7,304921.12000000005
U7EC113,62,5559.420000000042,47,15,1117397.6,1122957.02
U886B93,62,10207.55000000003,51,11,403794.34000000014,414001.89
U291422,62,-188781.5400000001,41,21,1203985.77,1015204.23
U67635F,62,14139.080000000002,40,22,67977.42,82116.5
U3D9BBF,62,-1364.71,51,11,21969.820000000003,20605.11
UCA699E,62,-7124.9599999999955,56,6,51729.00000000001,44604.04
U457B32,62,-212.83000000000015,60,2,1412.8300000000004,1200.0
U40B0BA,62,9402.180000000004,46,16,20995.100000000002,30397.28
UCC9144,62,1469.8599999999933,44,18,125689.91000000002,127159.77
U22B18B,62,-9578.7,55,7,20427.960000000003,10849.26
U6C742F,62,-1167.8400000000001,52,10,15874.85,14707.01
UD4FA13,62,2348.529999999999,60,2,10153.35,12501.880000000001
U91D93B,62,2609.0499999999993,35,27,5193.48,7802.530000000002
UAC8A3A,62,-8769.619999999999,52,10,22801.879999999997,14032.26
UB9A14A,62,19341.37,39,23,5952.69,25294.06
UF3C59D,62,-415.0999999999999,46,16,3856.9200000000005,3441.8199999999997
U3CF2A1,62,456.46999999999946,49,13,7471.129999999999,7927.599999999999
U797446,62,459.2899999999969,47,15,30937.26,31396.550000000003
U4BC055,62,-34599.899999999994,56,6,86434.89999999998,51835.0
UCC1189,62,-5817.09,42,20,21212.09,15395.0
U792EE7,62,-179.12000000000006,55,7,52874.22,52695.1
U2F0D13,62,308.21999999999935,56,6,2279.33,2587.55
UD420DC,62,17.360000000000582,32,30,87944.15999999999,87961.52
U2AB889,62,1711.8700000000013,57,5,8262.730000000001,9974.599999999999
UE2C589,62,-22162.329999999998,27,35,92741.62,70579.29000000001
UCA340F,62,-2210.9899999999993,58,4,20511.199999999993,18300.21
U6C4E11,62,9709.179999999997,41,21,139859.06,149568.24
UE626C3,62,-951.3699999999998,56,6,6276.2,5324.83
U432DDB,62,-1111.4500000000007,31,31,99112.21,98000.76
U96C4EC,62,-2162.210000000001,53,9,8878.079999999998,6715.87
UE719BD,62,-35042.28999999999,51,11,147943.73,112901.44
U3B1C2A,62,4297.9800000000005,34,28,23838.59,28136.57
U42004B,62,3.900000000004365,43,19,100905.26000000001,100909.16
U61445F,62,-1127.1000000000006,56,6,13860.119999999997,12733.019999999999
UC1AD04,62,-15711.169999999998,53,9,43006.57000000001,27295.4
U079F5A,62,-139247.87000000002,46,16,212199.44,72951.57
U444C70,62,-10973.410000000002,28,34,75079.5,64106.09
U230245,62,11719.90999999998,42,20,379962.37,391682.2800000001
U5CEE90,62,-3324.819999999998,49,13,21124.11,17799.289999999997
U418B6D,62,30989.78,41,21,74083.73,105073.51000000001
U2600AE,62,-16682.48,41,21,47699.0,31016.52
UC2BAC6,62,-2725.4600000000028,50,12,48068.82,45343.36
U7AB97D,62,-7966.43,57,5,13533.099999999999,5566.67
U1B228A,62,-262.73999999999927,40,22,6756.59,6493.85
U8BEA9D,62,245.31999999999724,44,18,73633.85,73879.17
UB08563,62,-129237.98999999999,55,7,178992.16,49754.17
U273BF8,62,-1263.0299999999977,57,5,18852.51,17589.48
UF3888C,62,-6554.249999999992,34,28,181794.39,175240.14
U7805AD,62,-3466.6900000000005,59,3,16610.690000000002,13144.0
UD00C78,62,20055.86999999998,45,17,56984.03,77039.9
U43D5DA,62,-374.7200000000019,55,7,13885.699999999999,13510.98
U255484,62,-208776.18000000002,47,15,299028.88999999996,90252.71
UE797A0,62,68747.75,24,38,522039.0,590786.75
U735B39,62,450169.0800000001,39,23,1141322.17,1591491.25
UCD6DA8,62,-107.20000000000013,60,2,4213.080000000001,4105.88
U8D7F65,62,-1348.7400000000002,53,9,13659.440000000002,12310.7
U47A400,62,-1592.9800000000073,50,12,55085.51000000001,53492.53
UFB0876,62,-5505.889999999999,41,21,85659.73000000001,80153.84
UE5E1DC,62,-107.28999999999944,56,6,23169.329999999998,23062.04
U3C9DD0,61,7625.670000000002,56,5,15065.229999999998,22690.9
U335FC3,61,5603.1900000000005,35,26,17700.360000000004,23303.550000000003
U6631BE,61,-2592.0199999999986,52,9,41821.23,39229.21
UD9DAE4,61,-481.36000000000104,50,11,25557.109999999993,25075.75
UBF46D1,61,-6403.079999999998,49,12,53641.979999999996,47238.899999999994
UBAF83E,61,-4084.8799999999997,47,14,113821.64,109736.76
UCDD8E8,61,3513.99,52,9,9681.91,13195.9
U9017EF,61,-448.4,56,5,1674.22,1225.8200000000002
U06E12B,61,5588.149999999998,39,22,14951.72,20539.87
UAEAA58,61,72.1599999999994,41,20,5289.780000000002,5361.9400000000005
UF324CA,61,-1723.8100000000002,59,2,1824.8100000000002,101.0
U74D781,61,-23933.1,57,4,33560.66,9627.56
U654FA1,61,16.249999999999176,56,5,22099.060000000005,22115.309999999998
UAD48FD,61,-2651.1399999999994,54,7,8255.25,5604.110000000001
UE7B346,61,219.07999999999956,47,14,10811.91,11030.99
U9AD639,61,27.05999999999949,47,14,10929.42,10956.48
UA6A8A9,61,2798.730000000002,55,6,14878.010000000002,17676.74
U037DA1,61,537.5299999999997,57,4,3897.699999999999,4435.23
UB3E13A,61,-28.080000000000098,46,15,1865.54,1837.4599999999998
U33390A,61,3099.1,59,2,4288.69,7387.79
U3595AF,61,7506.56,52,9,80406.64,87913.2
U2FF015,61,-3695.4500000000003,56,5,8240.64,4545.19
UED516D,61,-2925.1800000000076,57,4,77602.83,74677.65
U718B86,61,-2867.8999999999996,43,18,52608.490000000005,49740.590000000004
U5AD9F2,61,304.3300000000001,58,3,2430.1700000000005,2734.5
UA13F00,61,654.9300000000007,57,4,16978.430000000004,17633.36
U1CE886,61,7217.910000000007,43,18,35782.490000000005,43000.4
UB0756E,61,74.1800000000005,48,13,42909.399999999994,42983.579999999994
U77F800,61,20812.82,54,7,23139.500000000004,43952.32
UB65410,61,316.9599999999998,56,5,3973.3,4290.26
UDA4D63,61,4607.43,43,18,21420.0,26027.43
U7D179B,61,6155.77,51,10,5662.82,11818.59
U896292,61,-17556.26,46,15,154474.45,136918.19
UEF4F1B,61,-6626.350000000002,58,3,45181.88,38555.53
UE244CB,61,5022.060000000001,45,16,65258.23,70280.29
U823CB2,61,-876.8700000000008,54,7,23798.26,22921.39
UB0FC98,61,714.0200000000003,46,15,10860.589999999998,11574.61
UEFDA6F,61,-26807.900000000005,39,22,38639.090000000004,11831.19
UC0C554,61,-7.920000000000437,43,18,52445.04,52437.119999999995
U821D4B,61,2818.949999999989,52,9,65351.08000000001,68170.03
U32A0F0,61,-757244.66,61,0,757244.66,0.0
U0C6052,61,54.319999999999936,40,21,38708.590000000004,38762.91
U9D6832,61,-73648.65999999999,54,7,97148.93,23500.27
U9FBF1D,61,-227261.25,40,21,438332.38,211071.12999999998
U2499EC,61,-200.37000000000023,37,24,2195.83,1995.4599999999998
U94C928,61,-226.79000000000087,54,7,34642.57,34415.78
UCDA460,61,-984.5099999999998,59,2,3773.3100000000004,2788.8
UC5F9E6,61,28030.569999999992,40,21,282356.37,310386.94
UDEF8A4,61,16178.84999999999,53,8,4617.200000000002,20796.049999999996
U2DE8A3,61,-388.81000000000006,57,4,3815.2,3426.39
UFDEC44,61,-6616.450000000001,58,3,9683.119999999999,3066.67
UF1CEAD,61,-9151.709999999992,43,18,676103.25,666951.54
U28FB27,61,6419.839999999999,54,7,25165.63,31585.47
UB1DB6F,61,7488.609999999999,29,32,31063.469999999998,38552.08
UABA8A6,61,-26.569999999999624,56,5,9001.769999999999,8975.2
U3E952C,61,4385.419999999999,59,2,6062.5700000000015,10447.99
U6C9C42,61,-4225.41,48,13,25294.010000000002,21068.600000000002
UA417F1,61,3657.959999999999,50,11,31606.58,35264.54
U91F20D,61,34411.610000000015,42,19,48869.4,83281.01000000001
U99FDE9,61,64682.369999999995,33,28,77924.62,142606.99
UF6333C,61,1639.5399999999981,50,11,15644.180000000002,17283.72
U72192B,61,15488.749999999998,48,13,4064.4400000000005,19553.190000000002
UADBE12,61,-315.9600000000002,29,32,3883.2900000000004,3567.33
U3905C8,61,1134.2099999999994,39,22,17455.81,18590.02
UB245AD,61,-2237.8199999999997,52,9,8888.440000000002,6650.619999999999
U159E35,61,-5337.259999999998,49,12,29686.98,24349.72
U955CC5,61,70.62000000000012,57,4,3276.92,3347.54
UAC7C0C,61,462.0299999999993,51,10,28702.100000000002,29164.13
UD56C64,61,-672.2800000000002,58,3,3873.2200000000003,3200.94
UE99E4F,61,-1345.6499999999999,56,5,2447.51,1101.86
U75B0DF,61,-2290.210000000003,45,16,221978.94,219688.73
U9BA0C6,61,832.3200000000002,54,7,6151.05,6983.37
U0317DE,61,1891.6799999999992,58,3,7547.590000000001,9439.27
U4228C9,61,9413.099999999993,43,18,65842.6,75255.70000000001
U507502,61,52369.299999999996,48,13,13188.149999999998,65557.45
U664CF0,61,-136.92000000000016,55,6,5992.32,5855.4
UEE5BBA,61,14963.149999999998,44,17,118825.61,133788.76
U5E2484,61,-22106.770000000004,46,15,130308.71,108201.94
U714E40,60,-3780.4900000000016,48,12,37388.880000000005,33608.39
U3A495D,60,-466.9900000000001,54,6,6881.1,6414.110000000001
UF7EFF1,60,16827.92,44,16,47597.93,64425.85
U4F06C4,60,-3482.4500000000016,55,5,10478.53,6996.08
U4B0CBB,60,1939.2199999999998,51,9,11082.73,13021.949999999999
U7C6899,60,17807.99999999997,51,9,172148.1,189956.09999999998
U86CB09,60,-44512.310000000005,51,9,94012.31,49500.0
U0D79D5,60,720.5199999999995,58,2,6201.4800000000005,6922.0
U44B452,60,-6582.83,52,8,35448.96,28866.13
U4FEE5E,60,-12469.210000000005,35,25,45399.23,32930.020000000004
U29F6D0,60,-1234.22,54,6,3959.9700000000003,2725.75
UD707D7,60,160.29999999999995,37,23,7929.92,8090.22
U5B069A,60,-560.900000000001,51,9,15759.380000000001,15198.48
U032AFE,60,-83.67999999999999,57,3,4486.969999999999,4403.29
U6FC17D,60,-53052.479999999996,52,8,138119.09000000003,85066.61
U8A4CF7,60,12401.310000000001,27,33,41760.88,54162.19
UC85D3F,60,-676.8900000000001,57,3,2439.5000000000005,1762.6100000000001
U37DAE3,60,575.8400000000001,55,5,2108.5600000000004,2684.3999999999996
UBD120C,60,0.42000000000007276,27,33,25960.42,25960.84
U965E4B,60,879.7699999999952,54,6,55057.89,55937.659999999996
U611B5A,60,-13501.0,35,25,22337.16,8836.16
U2A079E,60,9349.029999999999,43,17,112930.66000000002,122279.69
U1E6FB2,60,-2509.690000000001,50,10,25524.69,23015.0
UD92D2B,60,-3131.1299999999997,45,15,19333.030000000002,16201.900000000003
U89032C,60,-2787.5999999999985,46,14,48837.5,46049.899999999994
U86A93A,60,335.58999999999946,52,8,6704.409999999999,7040.0
U974F74,60,2592.409999999998,51,9,24626.14,27218.55
UEE9E49,60,-12335.150000000003,41,19,181485.33,169150.18
U429886,60,-9764.009999999998,54,6,14295.109999999999,4531.1
UE2AEFB,60,267.3699999999999,46,14,17317.74,17585.11
U1EF680,60,-212.9500000000001,56,4,3366.03,3153.0799999999995
U2C7A72,60,16078.570000000005,33,27,143923.86,160002.43
U100B6A,60,10848.220000000001,54,6,7277.039999999999,18125.26
U448D99,60,-417.3800000000002,58,2,6855.97,6438.59
UB4757C,60,-361.64999999999975,43,17,6988.649999999998,6627.0
UA3EFD7,60,-1229.1799999999987,57,3,18809.55,17580.37
UC0F360,60,19668.889999999996,53,7,45908.06,65576.95000000001
U7ED168,60,-134.73999999999978,44,16,7040.249999999999,6905.51
UB3AE68,60,-298.9999999999999,57,3,1232.5799999999997,933.5799999999999
U0E6758,60,8375.760000000031,44,16,273817.57,282193.3300000001
U23C1E7,60,262.76000000000005,55,5,978.8600000000001,1241.62
U49573B,60,-151.98000000000002,54,6,2761.21,2609.23
U76A77D,60,5983.260000000002,30,30,60627.64,66610.9
UD5C9AB,60,-20632.650000000005,48,12,195135.65000000002,174503.0
UAAD3F4,60,1700.0900000000001,56,4,1229.7,2929.79
UAE1A0E,60,-63.75000000000003,56,4,3054.29,2990.5400000000004
U6D057A,60,4586.300000000002,50,10,37605.130000000005,42191.43
U6C1623,60,-2015.6000000000022,52,8,19924.94,17909.34
U132628,60,-110.25999999999999,56,4,3087.56,2977.3
U00E588,60,-4.600000000000136,31,29,11058.0,11053.4
U51A376,60,11.559999999986843,38,22,314371.69,314383.25
UE670A5,60,-15893.110000000002,37,23,169846.12999999998,153953.02
UB69EF3,60,-2702.1600000000003,45,15,28920.7,26218.54
UDA7DC2,60,-946.6700000000009,57,3,3520.270000000001,2573.6
UED5980,60,-160.4899999999991,38,22,21541.810000000005,21381.32
U8FD49F,60,-16045.030000000002,57,3,21445.04,5400.01
UCCC03C,60,-156.48000000000152,36,24,16909.530000000006,16753.050000000003
U0BCF11,60,909.3999999999996,55,5,8415.279999999999,9324.68
UBB6328,60,5381.289999999997,47,13,103264.87000000001,108646.15999999999
U63AB0D,60,-14986.73,44,16,200256.5999999999,185269.87000000002
U626BD4,60,-99.14999999999975,38,22,8671.73,8572.58
U134F13,60,-1516.5800000000002,52,8,6876.269999999999,5359.69
UD340BF,60,2308.25,34,26,16147.829999999998,18456.08
U29B726,60,-7702.069999999995,49,11,59932.72,52230.65000000001
U20EAE3,60,6765.3399999999965,22,38,407015.55000000005,413780.89
UEB8169,60,22849.659999999996,51,9,13160.24,36009.9
UB724E1,60,117230.93999999999,42,18,47092.4,164323.34
U0A7C92,60,24396.820000000003,39,21,60230.990000000005,84627.81000000001
U54B4B0,60,105363.19000000003,47,13,22272.55,127635.73999999999
UE18C74,60,584.9700000000012,50,10,14682.36,15267.33
U70FACC,60,-210.78000000000014,44,16,3431.4600000000005,3220.6800000000003
UEC61D0,60,-755.3800000000003,58,2,10681.38,9926.0
U38BC09,60,-4935.0700000000015,34,26,71665.84999999999,66730.78
U85428D,60,-3921.9899999999993,56,4,6782.68,2860.69
UDD8210,60,1064.3999999999996,58,2,1885.8000000000002,2950.2
U5C66AC,60,-8976.569999999998,54,6,19379.979999999996,10403.41
U9931EC,60,-1024.8899999999994,52,8,14723.889999999998,13699.0
U114F19,60,13511.020000000002,55,5,9497.15,23008.17
UF60557,60,-620.6200000000003,52,8,10963.5,10342.880000000001
UAD21CE,60,-12437.389999999992,44,16,376336.87,363899.48
U7D4142,60,-624.27,38,22,3621.87,2997.5999999999995
UA1B9AC,60,-458.93999999999994,58,2,1053.13,594.1899999999999
U25B431,60,94016.70000000001,36,24,198656.96999999997,292673.67000000004
U70AB38,60,602.9700000000003,47,13,12281.27,12884.24
U963771,60,-1385.0700000000004,48,12,13538.599999999997,12153.529999999999
U506969,60,5205.36,57,3,24698.240000000005,29903.6
U2F7076,59,-1280.7400000000005,57,2,3862.7400000000002,2582.0
UCBB9AE,59,-256.2700000000001,55,4,1903.1699999999998,1646.8999999999999
U67D651,59,7604.860000000001,50,9,12616.01,20220.87
U44AE53,59,1319.0999999999985,50,9,25962.86,27281.96
UFE9B3C,59,5015.82,54,5,5459.17,10474.989999999998
U95231C,59,-28.0,54,5,4867.3099999999995,4839.3099999999995
UA5B4A4,59,3200.3799999999997,52,7,4443.16,7643.54
U775C82,59,10.0,49,10,7760.17,7770.17
UD44727,59,-26883.309999999998,56,3,33820.5,6937.19
U12C212,59,-73.8299999999997,52,7,6685.14,6611.31
U579815,59,-7343.540000000007,43,16,53596.669999999984,46253.13
U0C167E,59,-2042.1100000000006,51,8,29549.839999999997,27507.73
U83B7D6,59,-1013.4300000000019,46,13,18540.52,17527.09
U48D93E,59,-5276.199999999995,50,9,84132.94,78856.73999999999
U4555F6,59,2251.66,48,11,36915.03,39166.69
U424722,59,5486.919999999996,36,23,103819.62,109306.54
U261CF2,59,-1098.9100000000005,44,15,2327.6200000000003,1228.7099999999998
U03FB27,59,-1392.810000000001,56,3,6373.8099999999995,4981.0
U92083E,59,-285.0699999999979,42,17,41853.65,41568.58
UBDEAC8,59,674.6600000000012,57,2,12086.339999999998,12761.0
U1F5084,59,13066.27,55,4,4565.010000000001,17631.28
U420D05,59,6759.489999999997,50,9,48599.15000000001,55358.64
UA3443D,59,-47049.899999999994,54,5,47393.899999999994,344.0
U145EBE,59,-41117.27,56,3,61170.64,20053.370000000003
U5E8194,59,6938.4400000000005,54,5,5319.580000000001,12258.02
U356661,59,2482.9700000000007,55,4,4158.59,6641.56
U684737,59,-3.469999999999118,47,12,14798.979999999994,14795.509999999998
U876B20,59,249.21999999999858,34,25,47137.84,47387.05999999998
UB83A35,59,-6253.8099999999995,55,4,11415.810000000003,5162.0
U37712A,59,-4615.320000000001,55,4,6607.5,1992.1800000000003
U03A870,59,4479.900000000004,43,16,34771.34,39251.24
UEA59E2,59,-466.48000000000013,44,15,7513.139999999999,7046.66
UF36714,59,-6498.589999999999,49,10,36536.159999999996,30037.57
UEA1169,59,79.99000000000012,53,6,2764.8199999999997,2844.8100000000004
UA7D7A6,59,-5927.269999999999,45,14,17913.98,11986.710000000001
U0858D8,59,-10.120000000000141,33,26,4233.3,4223.179999999999
U814B65,59,-6107.12,51,8,37212.49,31105.370000000003
U9D523C,59,-1966.9899999999998,57,2,5120.740000000001,3153.75
U7F236B,59,-20516.83,57,2,26346.83,5830.0
U09092F,59,-2451.130000000002,49,10,15103.640000000001,12652.509999999998
U888980,59,-1404.2800000000004,44,15,19167.58,17763.300000000003
U907DC2,59,9730.319999999989,43,16,90022.41,99752.73000000001
UBC0F44,59,-19980.48,50,9,26395.05,6414.57
UD6B4AC,59,20589.070000000003,42,17,4303.089999999999,24892.160000000003
UCD1821,59,333.08000000000015,55,4,2709.21,3042.29
U591D51,59,1086.7200000000003,46,13,7825.089999999999,8911.810000000001
UE48AF5,59,309.8299999999872,43,16,231010.38,231320.21
U95925A,59,11704.96000000001,33,26,200059.24,211764.19999999995
UFFCC76,59,-20255.829999999987,55,4,43817.569999999985,23561.739999999998
UB24D7D,59,-18253.909999999993,50,9,59552.240000000005,41298.33
UC78545,59,-3208.62,49,10,9818.02,6609.4
U7F4BC1,59,12106.169999999991,39,20,78784.18,90890.35
UCA5DEA,59,-45089.77000000001,48,11,168828.1,123738.33
UA45305,59,843.2400000000002,53,6,2667.26,3510.5
U61DF7D,59,0.8599999999983083,29,30,100082.0,100082.86
U382731,59,170.20999999999964,52,7,24472.89,24643.1
UD7C387,59,-2244.7899999999995,47,12,22295.0,20050.21
U8088FE,59,9144.789999999999,36,23,42407.44,51552.229999999996
U492C07,59,84363.85,38,21,259597.31,343961.1599999999
U0DA19C,59,-465.4800000000009,54,5,4450.47,3984.99
UE1036F,59,174.20999999999367,33,26,237244.41,237418.62
UBA24E0,59,-314.28000000000065,46,13,28740.539999999997,28426.26
UF2A3B9,59,1220.4300000000005,52,7,8541.279999999999,9761.71
UD55AD3,59,1407.2,46,13,5960.79,7367.99
U845483,59,-619.72,58,1,1135.91,516.19
U321F12,59,6181.739999999994,43,16,172260.66,178442.4
UE7EC09,59,-4843.28,58,1,4843.8,0.52
UB33FF7,59,-15803.030000000002,51,8,89372.54,73569.51000000001
U88B77A,59,-20.479999999999563,47,12,27998.490000000005,27978.010000000002
U4C950A,59,-1097.2299999999998,57,2,2056.1299999999997,958.9
UE0E8D7,59,-7.9399999999993724,55,4,13749.519999999999,13741.580000000002
UE2B2D6,59,1252.399999999998,48,11,49882.77,51135.170000000006
U2959EA,59,29050.29,53,6,3405.41,32455.7
U9A07A7,59,94500.73000000003,28,31,230632.13000000003,325132.86
UBC125F,59,-58.63999999999923,51,8,9778.679999999998,9720.04
UDB9857,59,-415.99000000000075,44,15,6076.490000000001,5660.5
U212CD7,59,214.80000000000035,44,15,20531.530000000002,20746.33
UD84B0C,59,-666.32,56,3,2927.1400000000003,2260.8199999999997
UFFFC56,59,701.3299999999726,33,26,224902.42000000004,225603.75
U811937,59,22381.440000000002,35,24,13375.25,35756.689999999995
U413AF5,59,-13299.949999999993,38,21,52683.98000000001,39384.03
UB2C2AA,59,345.6500000000001,44,15,55675.719999999994,56021.369999999995
UF56482,59,39942.4,55,4,25190.66,65133.06
UB16254,59,-1610.37,53,6,3510.43,1900.06
U850BDF,59,-5.189999999999987,43,16,660.8,655.61
UA6EB13,59,998.7400000000002,53,6,1276.96,2275.7
U6DA40E,59,-33201.54000000002,55,4,65796.18000000001,32594.64
UA13B70,59,20862.9,49,10,16161.35,37024.25
U1BA46A,59,-408.1700000000001,50,9,12012.820000000002,11604.650000000001
U466DB3,59,10589.230000000007,50,9,130510.76999999999,141100.0
U744BAE,59,5230.529999999999,33,26,41136.67999999999,46367.20999999999
U878F96,59,-730.35,51,8,4226.55,3496.2000000000003
U34FB77,59,-2349.7500000000014,48,11,32772.46,30422.71
UFCB9D1,59,1946.4600000000137,41,18,207083.39999999997,209029.86000000002
UD383F3,59,-2688.8599999999997,45,14,37019.9,34331.04
UEDC57B,59,1032.2399999999984,45,14,51653.84000000001,52686.08
U52DE1A,59,9392.350000000006,55,4,29068.199999999997,38460.55
U093A46,59,-3819.74,57,2,8669.74,4850.0
U1CC501,58,-476.68000000000035,40,18,3361.7600000000007,2885.08
U7F9B8B,58,-13135.300000000003,52,6,26037.8,12902.5
UE679F2,58,-864.2700000000004,37,21,34605.76,33741.490000000005
U458CD7,58,808.0599999999904,34,24,416255.01,417063.07
UBD5B90,58,-9172.449999999997,49,9,46922.00000000001,37749.55
U7F0793,58,180.33999999999943,48,10,3318.01,3498.3500000000004
U8EEBB5,58,-409.2399999999999,53,5,1509.4799999999998,1100.24
U8FBA99,58,2794.63,51,7,5731.0700000000015,8525.7
UBD13F3,58,-5843.1900000000005,42,16,64545.93999999998,58702.74999999999
UCA68E3,58,3142.4100000000017,36,22,31919.27,35061.68
U51EB57,58,-953.6700000000019,56,2,6038.670000000002,5085.0
U49B11D,58,-911.23,51,7,7019.98,6108.75
UE191F3,58,-4345.4800000000005,51,7,18433.809999999998,14088.330000000002
UB57EB2,58,-626.5500000000006,53,5,6140.660000000001,5514.11
U95F958,58,-3756.7599999999998,54,4,9314.0,5557.24
U453615,58,-385.44000000000085,53,5,8195.07,7809.63
U23BA47,58,511.1900000000023,34,24,40368.380000000005,40879.57000000001
U340A01,58,-159.6800000000003,49,9,4985.209999999999,4825.530000000001
U5D3816,58,-1343.770000000001,48,10,14687.909999999998,13344.140000000001
U6B7A95,58,-2500.7600000000007,54,4,7735.809999999999,5235.05
UD76F95,58,2569.8499999999995,48,10,2037.12,4606.97
U4C9836,58,981.909999999999,38,20,53108.78,54090.69
UC9B9CD,58,-8245.219999999992,42,16,87351.54000000001,79106.31999999999
U3BC5EB,58,83222.96999999999,47,11,22547.3,105770.26999999999
UD8C1A4,58,-2175.5599999999995,46,12,14028.369999999999,11852.81
UEE3C64,58,-41236.76000000001,51,7,153953.62999999998,112716.87
U51F90E,58,-18347.82,26,32,107041.54999999999,88693.73
U69F102,58,-765.2299999999997,39,19,3332.5900000000006,2567.36
UA5CD13,58,112.06000000000313,50,8,13647.039999999997,13759.1
U8C2E55,58,-8268.73,39,19,105055.73000000001,96787.0
U1F0BBE,58,-19793.58,56,2,23985.19,4191.610000000001
U01725C,58,26762.340000000047,27,31,1260685.0799999998,1287447.4199999997
UE598FB,58,415.28999999999917,37,21,16142.419999999998,16557.710000000003
U21409B,58,1717.4099999999994,55,3,9633.81,11351.22
UCA13BA,58,13084.98,38,20,19101.040000000005,32186.019999999997
UED03FD,58,-75751.88,34,24,219993.41000000003,144241.53000000003
U8EE123,58,-2157.91,41,17,8823.5,6665.59
U4175C8,58,69689.44,41,17,79872.65999999999,149562.1
U529B10,58,-303.80000000000086,49,9,9772.859999999999,9469.060000000001
UFDC18E,58,690.9499999999999,50,8,3398.640000000001,4089.5899999999997
U2732F2,58,-1148.6299999999974,47,11,114785.37,113636.73999999999
U3194DB,58,-32863.98000000001,42,16,167288.80000000002,134424.82
UE231CA,58,-501.98,44,14,739.0600000000002,237.07999999999998
UBAF03D,58,-2199.999999999999,53,5,4327.33,2127.33
U2C6A7B,58,-13113.07,54,4,41145.07000000001,28032.0
U7B1D91,58,-16306.170000000002,53,5,21860.88,5554.71
U524E19,58,-4500.469999999998,48,10,11260.34,6759.87
UA50342,58,-289.8100000000008,52,6,4837.56,4547.75
U624DF1,58,-3089.269999999999,45,13,37680.840000000004,34591.57
U653F80,58,23.35000000000059,43,15,7554.7300000000005,7578.08
UD86BE4,58,-3996.67,51,7,14109.75,10113.08
U8CECA1,58,3425.6100000000006,32,26,60588.0,64013.61
U56FE97,58,-40.0,31,27,20110.0,20070.0
UF9B3B0,58,-7018.98,55,3,22594.36,15575.380000000001
U050D08,58,-2203.95,54,4,8135.7,5931.75
U1DF9FE,58,-2789.600000000001,44,14,5170.44,2380.8399999999997
U0E6C93,58,-5717.700000000001,40,18,33590.12,27872.420000000002
U41E08F,58,1200.7699999999995,33,25,19710.440000000002,20911.21
U8178D3,58,1311.7200000000003,52,6,9511.6,10823.32
U06D47F,58,-286.56,54,4,8203.199999999999,7916.639999999999
UD3852A,58,-7055.600000000003,54,4,24239.99,17184.39
UFAB297,58,-19861.5,53,5,30714.550000000003,10853.05
UD6597F,58,-3054.9800000000005,57,1,12168.979999999996,9114.0
U891996,58,-2885.12,49,9,3787.6,902.48
U93B9D2,58,-3405.3200000000015,47,11,17829.159999999996,14423.84
U44E519,58,12.56999999999996,51,7,2772.4999999999995,2785.07
UFEA34E,58,-1672.8100000000002,33,25,8132.42,6459.610000000001
UA61D37,58,-9049.96,55,3,9150.25,100.29
U380ADA,58,-10801.009999999998,48,10,48355.14,37554.13
UF52893,58,-16335.57,48,10,91952.52,75616.95
U4EF0D6,58,-21200.92,53,5,31542.679999999997,10341.76
U39D942,58,3138.6600000000035,42,16,277820.03,280958.69
UECA3CD,58,-738.110000000001,48,10,6195.85,5457.74
U5E4E04,58,58.26999999999983,28,30,16672.739999999998,16731.01
