,user,trd_times,total_count,B_out,C_in,out_count,in_count
6051,U30823,192,-10635.309999999987,157,35,101421.63999999998,90786.33
6052,U35840,192,8824.170000000026,171,21,566402.5600000002,575226.7300000002
6053,U25064,192,-15126.659999999989,121,71,1572484.78,1557358.12
6054,U43811,192,-1051210.4599999997,114,78,3520230.7799999993,2469020.3199999994
6055,U17854,192,974393.5800000003,90,102,974376.11,1948769.6900000004
6056,U43966,192,-5410.760000000002,185,7,40734.58,35323.82
6057,U12200,192,-36014.4,159,33,186590.5,150576.1
6058,U9436,192,453794.5499999999,154,38,5765611.950000001,6219406.500000001
6059,U13230,192,-159604.89000000004,170,22,4701915.8999999985,4542311.009999999
6060,U25951,192,14124.240000000113,159,33,805452.14,819576.3800000001
6061,U27774,192,-40740.79999999996,133,59,500812.33999999997,460071.54000000004
6062,U18013,192,-82408.65999999997,132,60,1346866.4599999995,1264457.7999999996
6063,U16338,192,-4978.64000000002,174,18,120941.56000000001,115962.92
6064,U30499,192,3281.050000000008,123,69,18737.59,22018.640000000007
6065,U40785,192,-4664.950000000017,149,43,97008.09999999996,92343.14999999995
6066,U13382,192,2112.7000000000044,176,16,41791.27000000001,43903.970000000016
6067,U40238,192,-738.1799999999994,178,14,60526.770000000004,59788.590000000004
6068,U37954,192,-1874.270000000001,177,15,71340.0,69465.73
6069,U40117,192,-20515.14,173,19,71510.88,50995.740000000005
6070,U40787,192,5550.229999999994,105,87,293960.1199999999,299510.34999999986
6071,U38285,192,44526.05999999999,161,31,150630.08000000005,195156.14000000004
6072,U22754,192,-167063.59000000005,169,23,1261654.7200000002,1094591.1300000001
6073,U36130,192,-12064.670000000002,169,23,197293.82999999993,185229.15999999992
6074,U10846,192,579715.8300000001,128,64,1842864.8200000003,2422580.6500000004
6075,U27762,192,-4082.950000000006,172,20,125178.13,121095.18
6076,U20587,192,1024.8900000000049,174,18,110503.87000000001,111528.76000000001
6077,U21730,192,161839.22,162,30,398419.67000000004,560258.89
6078,U37261,192,91413.36000000002,174,18,211517.31,302930.67000000004
6079,U15414,192,1458.0600000000186,175,17,238970.26,240428.32000000004
6080,U33753,192,-47111.49999999998,178,14,242085.83000000013,194974.33000000016
6081,U17908,192,-12834.539999999994,185,7,47745.500000000015,34910.96000000002
6082,U18079,192,-14799.079999999944,155,37,1364890.61,1350091.5300000003
6083,U33358,192,-3826.4999999999845,167,25,161726.24,157899.74000000002
6084,U33879,192,-3402.7100000000005,185,7,13066.859999999999,9664.149999999998
6085,U14866,192,-10218.029999999897,178,14,494252.83,484034.8000000001
6086,U14253,192,-79174.40000000021,157,35,736073.57,656899.1699999997
6087,U14064,192,-39105.71000000003,135,57,326394.1600000001,287288.45000000007
6088,U9009,192,39035.48000000001,179,13,106595.51000000002,145630.99000000005
6089,U1132758,192,-52.75999999999959,109,83,33653.33,33600.57
6090,U33512,192,-5647.620000000001,184,8,26739.819999999992,21092.19999999999
6091,U14293,191,-6349.699999999993,176,15,398847.67999999993,392497.9799999999
6092,U34579,191,-737961.3799999999,127,64,935150.5800000002,197189.2000000003
6093,U18161,191,1131.0099999999961,181,10,94928.8,96059.81
6094,U20304,191,-153267.68999999994,173,18,983269.6399999999,830001.95
6095,U40831,191,11923.490000000002,67,124,16161.26,28084.75
6096,U23602,191,7021.459999999999,186,5,23311.36,30332.82
6097,U13281,191,8595.779999999999,173,18,599840.69,608436.47
6098,U25296,191,-396221.3000000001,111,80,5305983.740000001,4909762.440000001
6099,U27967,191,-108.86000000001513,174,17,196673.57999999996,196564.71999999994
6100,U31104,191,362355.59,171,20,718449.3600000001,1080804.9500000002
6101,U17479,191,28750.20000000082,170,21,3977522.929999999,4006273.1299999994
6102,U10375,191,-24612.440000000017,144,47,508762.16000000015,484149.72000000015
6103,U8917,191,458.4600000000037,165,26,310630.37000000005,311088.8300000001
6104,U29619,191,2893.3399999999965,164,27,279035.68,281929.02
6105,U26531,191,65915.46999999997,160,31,372730.7999999998,438646.2699999998
6106,U39953,191,1124.2499999999802,163,28,541361.7799999999,542486.0299999999
6107,U22079,191,6569.700000000001,166,25,29538.38000000001,36108.08000000001
6108,U15800,191,-173894.22999999992,175,16,551374.9000000004,377480.67000000045
6109,U26088,191,69779.58000000007,173,18,555827.71,625607.29
6110,U14039,191,9266.690000000013,134,57,210315.44999999998,219582.13999999998
6111,U9342,191,-10876.779999999955,180,11,366135.73,355258.95
6112,U16477,191,-2559.2699999999973,170,21,88081.56000000001,85522.29000000001
6113,U24774,191,-911.6900000000096,153,38,206030.93,205119.24
6114,U33400,191,27381.399999999976,158,33,78969.33000000003,106350.73000000001
6115,U24792,191,97700.04000000002,153,38,594249.0199999999,691949.0599999999
6116,U14196,191,-1512.0,174,17,131943.21000000002,130431.21000000002
6117,U18280,191,739.3000000000069,143,48,86356.85,87096.15000000001
6118,U28565,191,7527.86,162,29,104040.12,111567.98
6119,U22537,191,-825040.1299999998,156,35,3522711.9699999993,2697671.8399999994
6120,U11115,191,944.1699999999983,169,22,227813.37000000002,228757.54000000004
6121,U21046,191,352152.17,181,10,162750.51,514902.68
6122,U8778,191,17182.620000000003,176,15,65613.33000000002,82795.95000000001
6123,U17301,191,-112116.85999999997,166,25,400779.95000000007,288663.0900000001
6124,U43805,191,1534.0,175,16,31609.52,33143.520000000004
6125,U1128341,191,1444.75,164,27,17213.230000000007,18657.980000000007
6126,U37896,191,-10407.470000000008,185,6,87600.82,77193.35
6127,U757382,191,-1.8599999999760257,97,94,248064.32,248062.46000000002
6128,U23491,191,43353.149999999994,179,12,159173.5199999999,202526.6699999999
6129,U32095,191,30525.959999999995,160,31,114475.77000000002,145001.73
6130,U39412,191,221776.00000000003,174,17,23300.870000000003,245076.87000000002
6131,U42713,191,91595.0399999999,166,25,417192.4199999999,508787.45999999985
6132,U39007,191,398779.7700000002,174,17,2095760.3900000006,2494540.1600000006
6133,U38569,191,10856.600000000013,153,38,669095.1000000002,679951.7000000002
6134,U13837,191,176787.79999999993,161,30,966120.5500000003,1142908.35
6135,U43293,191,4560.889999999999,162,29,21517.480000000003,26078.370000000003
6136,U30332,191,1602630.0699999996,145,46,5071944.100000001,6674574.17
6137,U25139,191,-22159.22,183,8,81245.04,59085.81999999999
6138,U26403,191,-116267.31999999999,168,23,768856.3300000001,652589.0100000001
6139,U31311,191,-13330.120000000003,133,58,236698.15999999997,223368.03999999998
6140,U13599,191,-227.73999999996158,128,63,2001904.4800000002,2001676.7400000002
6141,U11306,191,5215.59,163,28,11894.26,17109.85
6142,U22727,191,53602.76999999997,103,88,417537.0099999998,471139.77999999974
6143,U35211,191,1247.7499999999854,178,13,224255.15000000008,225502.90000000008
6144,U31746,191,-26484.82,168,23,138167.57,111682.75
6145,U758224,191,-0.7300000000000004,167,24,76970.71000000002,76969.98000000003
6146,U1195977,191,-4299.380000000011,127,64,177392.76,173093.38
6147,U25191,191,10751.669999999998,151,40,138525.86999999997,149277.53999999998
6148,U15550,191,-15038.839999999887,155,36,1013031.3,997992.4600000002
6149,U15688,191,-14201.819999999998,170,21,125124.79000000002,110922.97000000003
6150,U16000,191,456875.4,168,23,1440615.64,1897491.04
6151,U12299,191,5978.219999999942,164,27,287268.76,293246.9799999999
6152,U32453,191,-2036.7700000000036,183,8,57196.83,55160.06
6153,U28842,191,-8701.29,167,24,131258.8,122557.50999999998
6154,U25887,191,-2130.250000000029,135,56,822465.1499999999,820334.8999999999
6155,U41329,191,396.9199999999837,141,50,1415074.3599999999,1415471.2799999998
6156,U23627,191,-87484.98999999999,171,20,184838.38,97353.39000000001
6157,U34962,191,11671.91,176,15,38442.1,50114.009999999995
6158,U24848,191,-42473.66000000001,153,38,181797.66999999998,139324.00999999998
6159,U32899,191,-2775.6699999999873,146,45,204364.16000000003,201588.49000000005
6160,U34128,190,-31.14000000000292,168,22,46581.77000000001,46550.63000000001
6161,U32461,190,-104395.17000000007,178,12,213997.94999999987,109602.7799999998
6162,U37999,190,-3292.6799999999976,173,17,50858.76000000001,47566.08000000001
6163,U16527,190,-38705.549999999814,166,24,1183708.51,1145002.9600000002
6164,U21108,190,10155.88,154,36,27940.629999999986,38096.50999999999
6165,U19182,190,976.9800000000032,141,49,274850.29000000004,275827.27
6166,U41560,190,-6123.860000000004,92,98,199499.22,193375.36
6167,U26737,190,-401.6499999999942,163,27,69477.68000000002,69076.03000000003
6168,U22164,190,-162606.28000000006,145,45,1005659.46,843053.1799999999
6169,U31323,190,2622.51,179,11,11720.25,14342.76
6170,U34668,190,-4406.550000000001,121,69,256331.52,251924.97
6171,U12351,190,12124.910000000003,160,30,242723.92999999996,254848.83999999997
6172,U40446,190,12062.550000000008,115,75,273967.86999999994,286030.4199999999
6173,U21251,190,-2441.6799999998984,170,20,431891.4899999999,429449.81
6174,U8463,190,-955.3299999999867,177,13,119200.67999999998,118245.34999999999
6175,U13505,190,-72657.26999999993,131,59,1651402.8800000001,1578745.61
6176,U42810,190,7268.279999999999,174,16,281345.94,288614.22
6177,U43687,190,-3807.6899999999987,148,42,170797.15999999997,166989.46999999997
6178,U29322,190,-18981.74999999998,155,35,693249.5900000001,674267.8400000001
6179,U10280,190,74951.78000000007,170,20,74854.25,149806.0300000001
6180,U37925,190,-1394.4299999999982,165,25,7497.829999999998,6103.4
6181,U20165,190,498708.6799999998,174,16,912155.1000000001,1410863.7799999998
6182,U8929,190,174134.8,132,58,840583.2800000001,1014718.0800000001
6183,U12402,190,1743.3200000002316,41,149,6492408.09,6494151.41
6184,U12488,190,-42863.27000000002,172,18,231770.6,188907.33
6185,U28118,190,-6222.480000000003,175,15,216345.63000000003,210123.15000000002
6186,U22170,190,23549.97999999959,131,59,4757104.66,4780654.64
6187,U43580,190,-2284.479999999994,185,5,14984.549999999994,12700.07
6188,U36730,190,-100.00000000000392,103,87,42729.49000000001,42629.490000000005
6189,U1165125,190,-1492.86,159,31,12364.81,10871.949999999999
6190,U17025,190,30242.19000000014,143,47,2386016.139999999,2416258.329999999
6191,U33980,190,-144088.3700000001,157,33,2578234.0499999993,2434145.6799999992
6192,U10726,190,4155.190000000002,153,37,291462.05000000005,295617.24000000005
6193,U10954,190,-2303.3599999999856,137,53,463158.10999999987,460854.7499999999
6194,U8976,190,-2802.6299999999956,141,49,72533.41999999998,69730.79
6195,U30075,190,-22900.730000000003,156,34,402222.79,379322.06
6196,U1379835,190,3709.39,139,51,26174.360000000008,29883.750000000007
6197,U16060,190,-7116.679999999917,162,28,492942.70999999996,485826.03
6198,U39829,190,21521.99000000001,161,29,89085.29000000004,110607.28000000004
6199,U39044,190,-29673.83000000001,161,29,480693.54000000004,451019.71
6200,U41308,190,5238.8399999999965,164,26,90739.60000000003,95978.44000000003
6201,U39903,190,-35136.610000000015,172,18,116425.94999999994,81289.33999999992
6202,U29489,190,-5670.719999999979,83,107,1406444.6300000001,1400773.9100000001
6203,U37384,190,1792.9799999999932,160,30,54898.11000000006,56691.090000000055
6204,U41013,190,93324.36,171,19,263172.31000000006,356496.67000000004
6205,U28572,190,165203.56999999998,177,13,451648.3300000001,616851.9
6206,U41230,190,1992.3299999999995,179,11,73627.61000000003,75619.94000000003
6207,U39906,190,3633.949999999996,156,34,120892.53999999998,124526.48999999998
6208,U33938,190,-33181.15000000002,142,48,452932.68,419751.52999999997
6209,U40871,189,-380.3100000000122,115,74,325272.3,324891.99
6210,U21000,189,-33227.70000000002,154,35,459239.48,426011.77999999997
6211,U33246,189,250458.6899999999,153,36,6019190.25,6269648.9399999995
6212,U26240,189,245402.95,171,18,294389.02,539791.97
6213,U35610,189,542.8799999999997,170,19,29163.160000000003,29706.040000000005
6214,U16817,189,106772.7400000001,158,31,1081708.9800000002,1188481.7200000002
6215,U33022,189,12981.830000000004,98,91,482984.8300000001,495966.6600000001
6216,U14056,189,-32873.30000000002,129,60,517986.07,485112.77
6217,U18734,189,-66126.23,171,18,395944.41000000003,329818.18000000005
6218,U18459,189,-155354.78,149,40,331761.16,176406.37999999998
6219,U39325,189,-24793.01,178,11,42841.02000000002,18048.01000000002
6220,U20685,189,-1501.9000000000087,113,76,229779.2,228277.3
6221,U37016,189,-53331.18000000001,181,8,117114.38000000003,63783.200000000026
6222,U42509,189,-9515.179999999997,151,38,276416.08,266900.9
6223,U39284,189,2966.1400000000003,171,18,71803.08999999998,74769.22999999998
6224,U23892,189,12670.919999999991,174,15,72544.48,85215.4
6225,U42410,189,-12556.450000000012,122,67,365613.57999999996,353057.12999999995
6226,U922464,189,-33859.54000000003,110,79,242294.65000000002,208435.11
6227,U10836,189,4628.079999999998,176,13,63492.739999999976,68120.81999999998
6228,U31914,189,107853.97999999998,171,18,85689.30000000002,193543.28
6229,U34496,189,2101.0799999999995,155,34,63672.680000000015,65773.76000000001
6230,U27407,189,9901.689999999997,170,19,24772.530000000002,34674.22
6231,U27877,189,-1297.079999999998,159,30,39232.12000000001,37935.04000000001
6232,U12749,189,35040.13000000001,95,94,1157099.16,1192139.29
6233,U28284,189,11686.580000000002,168,21,60301.06000000001,71987.64000000001
6234,U20401,189,17901.200000000008,121,68,317933.86999999994,335835.06999999995
6235,U15755,189,-116254.91999999998,180,9,228417.15999999997,112162.23999999999
6236,U30018,189,-1950.419999999911,128,61,898672.94,896722.52
6237,U14296,189,-14772.660000000382,109,80,8098243.6000000015,8083470.940000001
6238,U11075,189,44464.380000000165,132,57,12100208.800000004,12144673.180000005
6239,U28666,189,1194.1900000000005,178,11,28754.150000000005,29948.340000000004
6240,U39228,189,5249.259999999999,179,10,66626.49,71875.75
6241,U25492,189,18270.460000000006,171,18,121628.11999999998,139898.58
6242,U16227,189,-4660.079999999962,147,42,10299372.920000007,10294712.840000007
6243,U27109,189,6111.039999999979,133,56,718891.49,725002.53
6244,U16974,189,44467.1,162,27,627228.9699999999,671696.0699999998
6245,U25077,189,11130.380000000005,135,54,1351840.2199999997,1362970.5999999996
6246,U12648,189,-43462.91,166,23,419488.26,376025.35
6247,U11832,189,8139.040000000031,150,39,921882.2499999999,930021.2899999999
6248,U15638,189,-2320.550000000014,172,17,357392.8200000001,355072.27000000014
6249,U19952,189,-2304.9000000000015,115,74,543601.9199999999,541297.0199999999
6250,U9283,189,6006.329999999993,160,29,285059.58999999997,291065.92
6251,U21011,189,-175541.34000000017,153,36,2113449.0199999996,1937907.6799999995
6252,U24969,189,-12024.669999999904,138,51,4867553.9799999995,4855529.31
6253,U18588,189,-3934.3100000000177,143,46,226042.12000000002,222107.81
6254,U8406,189,-1196.0099999999939,161,28,54621.57,53425.560000000005
6255,U30550,189,-13522.739999999985,142,47,605784.1900000001,592261.4500000001
6256,U40959,189,-48.34000000002561,93,96,1284853.36,1284805.02
6257,U14834,189,36789.59999999999,169,20,338658.13000000006,375447.73000000004
6258,U13968,189,17798.489999999998,144,45,631757.1300000004,649555.6200000003
6259,U30950,189,61.43000000000211,113,76,76276.35999999999,76337.79
6260,U23497,189,-148830.14,146,43,863128.7199999997,714298.5799999997
6261,U30821,189,-1232.9800000000098,132,57,341241.42000000016,340008.4400000002
6262,U39422,189,7980.5399999999845,149,40,231586.5999999999,239567.13999999987
6263,U20909,189,-175832.82,136,53,1269217.64,1093384.8199999998
6264,U28794,189,941.8999999999933,160,29,167998.11,168940.00999999998
6265,U17040,189,-8156.550000000221,100,89,3417691.74,3409535.19
6266,U24415,189,3212.7000000000407,175,14,243739.15000000005,246951.8500000001
6267,U32468,189,6849.520000000003,177,12,124562.93999999997,131412.45999999996
6268,U42264,189,5993.069999999992,172,17,69167.15000000002,75160.22000000002
6269,U32493,189,20834.98,169,20,286950.79,307785.76999999996
6270,U25934,189,3962.7400000000002,178,11,27615.13,31577.870000000003
6271,U43029,189,69687.90000000002,160,29,144313.59999999998,214001.5
6272,U13325,189,152916.17000000007,136,53,1809620.8499999996,1962537.0199999998
6273,U30343,189,3526.470000000005,117,72,80018.56999999998,83545.03999999998
6274,U24492,188,4604.410000000007,170,18,135580.53,140184.94
6275,U34736,188,6446.740000000011,164,24,576576.31,583023.05
6276,U36790,188,19038.740000000005,92,96,69261.73999999999,88300.48
6277,U13967,188,12292.219999999998,62,126,194750.03999999998,207042.25999999998
6278,U9064,188,-7204.309999999992,155,33,1233448.43,1226244.1199999999
6279,U29656,188,-4266.279999999999,179,9,26375.319999999996,22109.039999999997
6280,U43191,188,8653.910000000003,181,7,68964.3,77618.21
6281,U11314,188,-4134.269999999999,173,15,91537.51000000001,87403.24
6282,U43350,188,303.6499999999983,176,12,57760.57000000001,58064.22000000001
6283,U33973,188,81408.22,177,11,121439.19000000002,202847.41000000003
6284,U21621,188,21259.72,169,19,20511.34,41771.06
6285,U9648,188,53067.15999999999,155,33,445873.74000000005,498940.9
6286,U21284,188,46368.47,149,39,236392.74999999997,282761.22
6287,U32855,188,-52112.17999999996,173,15,273180.64999999997,221068.47
6288,U1369486,188,-287.94999999999663,114,74,66359.81999999999,66071.87
6289,U23445,188,14903.0,148,40,822068.7300000001,836971.7300000001
6290,U10727,188,17309.259999999973,167,21,380149.48,397458.73999999993
6291,U9770,188,-3079.929999999993,122,66,176973.96,173894.03
6292,U16194,188,-1396.159999999989,133,55,221865.97999999984,220469.81999999983
6293,U20986,188,-30209.24,163,25,79661.79000000001,49452.55
6294,U19272,188,18381.329999999998,167,21,28353.649999999998,46734.979999999996
6295,U29343,188,78860.01000000002,171,17,451048.2,529908.2100000001
6296,U8580,188,-29816.600000000006,167,21,73155.61,43339.009999999995
6297,U12586,188,101563.84000000001,155,33,159481.83999999997,261045.68
6298,U21991,188,21935.610000000004,170,18,154175.47,176111.08000000002
6299,U11133,188,-48.5600000000433,124,64,471530.20999999996,471481.6499999999
6300,U18222,188,-27354.94999999999,160,28,459191.32,431836.37
6301,U12500,188,-36.06000000000313,176,12,29861.29,29825.229999999996
6302,U13483,188,11811.86,164,24,69983.22,81795.08
6303,U10995,188,-822.1300000000067,165,23,119046.69999999998,118224.56999999998
6304,U41980,188,4097.789999999979,133,55,456277.68,460375.47
6305,U25275,188,13189.43999999998,177,11,184373.78000000035,197563.22000000032
6306,U9901,188,-10527.990000000009,163,25,399672.2000000001,389144.21000000014
6307,U40730,188,258510.68999999994,102,86,1973093.4599999997,2231604.1499999994
6308,U13375,188,16465.470000000016,156,32,990778.85,1007244.32
6309,U43429,188,-9418.590000000004,177,11,56467.189999999995,47048.59999999999
6310,U17570,188,-108916.87999999996,168,20,442225.17000000004,333308.2900000001
6311,U13211,188,-3410.829999999929,138,50,668502.7899999999,665091.96
6312,U18872,188,-818.7799999999972,165,23,44316.119999999995,43497.34
6313,U25271,188,-2641.8199999999965,134,54,153581.89000000004,150940.07000000004
6314,U33377,188,668.3599999999951,157,31,208829.11,209497.46999999997
6315,U34111,188,-1174.74,171,17,7915.699999999999,6740.959999999999
6316,U22705,188,3461.959999999991,165,23,391751.14,395213.1
6317,U17713,188,-1148.3500000000076,117,71,505622.25999999995,504473.9099999999
6318,U15184,188,8947.750000000107,145,43,823148.45,832096.2000000001
6319,U41726,188,1047.199999999997,123,65,232087.97999999998,233135.18
6320,U22022,188,-45245.47999999998,152,36,2106964.3000000003,2061718.8200000003
6321,U31519,188,1004.0600000000004,176,12,38965.93,39969.99
6322,U28297,188,1232.009999999982,139,49,466921.01000000007,468153.0200000001
6323,U34566,188,5679.010000000002,169,19,26753.64,32432.65
6324,U15823,188,-626034.4800000001,168,20,2798544.5899999994,2172510.1099999994
6325,U21260,188,-12770.050000000001,150,38,62030.15000000001,49260.100000000006
6326,U41713,188,-17384.050000000003,177,11,51208.029999999984,33823.97999999998
6327,U23496,188,16695.090000000007,173,15,160515.64999999997,177210.73999999996
6328,U39680,188,-3556.1499999999983,180,8,50551.200000000004,46995.05
6329,U12336,188,-223934.71999999997,156,32,910034.8800000001,686100.1600000001
6330,U37525,188,-28997.850000000013,168,20,124085.64000000006,95087.79000000004
6331,U26429,188,11305.450000000006,155,33,496432.3099999999,507737.7599999999
6332,U42424,188,-30771.010000000002,152,36,100041.48,69270.47
6333,U20827,188,13801.629999999986,119,69,318303.04000000004,332104.67000000004
6334,U16342,188,-51537.33000000054,136,52,6166899.390000001,6115362.0600000005
6335,U19037,188,-1067.1199999999894,139,49,285962.97,284895.85
6336,U38501,187,-1801.6500000000078,161,26,164936.13999999996,163134.48999999996
6337,U29165,187,-148825.75999999995,172,15,297360.2899999999,148534.52999999997
6338,U24180,187,-213144.9500000001,143,44,1042668.6200000001,829523.67
6339,U33306,187,-2158.269999999999,176,11,19622.309999999987,17464.039999999986
6340,U15193,187,-49055.149999999994,174,13,140841.36,91786.20999999999
6341,U30363,187,-1573.6899999999837,137,50,1399636.0500000003,1398062.3600000003
6342,U14042,187,3091.3700000000063,169,18,59785.1,62876.47
6343,U29160,187,-30896.46,163,24,273688.15,242791.69000000003
6344,U28522,187,500.9400000000014,148,39,40962.89000000001,41463.83000000001
6345,U15399,187,-198633.5299999999,155,32,417149.52,218515.9900000001
6346,U29992,187,3595.9000000000174,95,92,2399253.59,2402849.4899999998
6347,U43556,187,-10389.540000000005,136,51,530358.6599999999,519969.11999999994
6348,U38875,187,-14218.509999999987,175,12,37823.46,23604.95000000001
6349,U28214,187,-3429.189999999993,175,12,37208.00000000001,33778.81000000001
6350,U17666,187,-51349.72000000003,119,68,330156.7199999999,278806.9999999999
6351,U16066,187,270862.49,141,46,397466.4,668328.89
6352,U39373,187,-103628.04999999997,174,13,169735.44999999998,66107.40000000001
6353,U36392,187,-2034.4700000000012,175,12,18463.199999999997,16428.729999999996
6354,U12148,187,11235.219999999998,147,40,173829.17,185064.39
6355,U33995,187,-16568.750000000007,174,13,66474.03,49905.27999999999
6356,U8481,187,336.8000000000243,134,53,575495.6400000001,575832.4400000002
6357,U19610,187,6223.55000000001,180,7,47148.82,53372.37000000001
6358,U15526,187,38600.939999999995,157,30,361329.66,399930.6
6359,U39619,187,1862.489999999998,168,19,44485.61,46348.1
6360,U39666,187,129344.86999999992,122,65,603912.6799999999,733257.5499999998
6361,U36944,187,-8663.779999999992,79,108,787426.9199999999,778763.1399999999
6362,U13108,187,-4037.0199999999995,173,14,26447.120000000006,22410.100000000006
6363,U43537,187,517.9199999999884,165,22,185436.62000000034,185954.54000000033
6364,U22128,187,5826.720000000001,155,32,355337.29,361164.01
6365,U40578,187,-216.88999999999942,129,58,590007.2199999999,589790.3299999998
6366,U9704,187,91374.51999999996,165,22,54222.869999999995,145597.38999999996
6367,U34808,187,5743.239999999954,124,63,1736060.5400000005,1741803.7800000005
6368,U39017,187,-74087.83000000007,104,83,1465761.5300000003,1391673.7000000002
6369,U30266,187,-792.0199999999986,171,16,16488.579999999998,15696.56
6370,U15658,187,919444.0300000005,171,16,1205924.2400000005,2125368.270000001
6371,U9881,187,-932.3599999999986,173,14,22448.899999999998,21516.54
6372,U16782,187,21786.94999999997,152,35,551957.1000000001,573744.05
6373,U20148,187,37.55000000000004,153,34,5436.539999999999,5474.089999999999
6374,U28352,187,-26421.879999999997,159,28,80254.62,53832.74
6375,U26335,187,2816.700000000119,168,19,7756447.03,7759263.73
6376,U24825,187,-101097.18000000005,163,24,216108.74,115011.55999999994
6377,U20040,187,-11496.859999999988,177,10,77304.18,65807.32
6378,U41037,187,-26639.32999999998,173,14,204979.05999999997,178339.72999999998
6379,U38110,187,-121.92000000000189,140,47,118105.70999999999,117983.79
6380,U35105,187,124998.6800000002,91,96,952580.4999999999,1077579.1800000002
6381,U40601,187,-20243.310000000005,180,7,43281.54,23038.229999999996
6382,U36744,187,-24592.469999999998,139,48,233158.78000000003,208566.31000000003
6383,U36277,187,23.649999999996652,161,26,48653.82,48677.469999999994
6384,U39497,187,-414438.2000000002,127,60,4102654.1,3688215.9
6385,U26254,187,1489.8899999999992,167,20,134969.49000000002,136459.38
6386,U10951,187,187472.28,164,23,218031.99999999997,405504.27999999997
6387,U17127,187,41278.20999999999,151,36,346215.30999999994,387493.5199999999
6388,U614657,187,-4009.850000000001,120,67,56686.58,52676.73
6389,U12448,187,24.0600000000004,101,86,68084.47,68108.53
6390,U30690,187,-59178.51999999999,139,48,154740.1,95561.58000000002
6391,U33208,187,-10300.290000000005,171,16,69698.48999999999,59398.19999999998
6392,U32412,187,19247.679999999993,110,77,1649483.28,1668730.96
6393,U43887,187,-279.0,142,45,127336.30000000002,127057.30000000002
6394,U10877,187,-18255.84999999999,169,18,107781.08,89525.23000000001
6395,U9267,187,-39530.759999999995,133,54,422757.62,383226.86
6396,U1119637,187,-1866.5600000000004,155,32,188024.68,186158.12
6397,U30060,187,-6091.379999999997,168,19,66531.15000000002,60439.770000000026
6398,U42755,187,-38285.25,175,12,131394.58000000002,93109.33000000002
6399,U8981,186,113134.35999999994,117,69,501857.68999999994,614992.0499999999
6400,U19826,186,6412.060000000009,117,69,400394.22,406806.27999999997
6401,U945162,186,0.030000000002146976,123,63,19453.919999999995,19453.949999999997
6402,U12830,186,541.779999999992,159,27,185581.66000000003,186123.44000000003
6403,U40463,186,-2112.7100000000173,153,33,346294.66,344181.94999999995
6404,U984439,186,-0.16000000000440195,125,61,44719.689999999995,44719.52999999999
6405,U28326,186,2293.7000000000044,161,25,215603.24000000005,217896.94000000006
6406,U30584,186,-8074.639999999999,173,13,24848.800000000003,16774.160000000003
6407,U38026,186,-917.2099999999973,172,14,91655.16999999995,90737.95999999996
6408,U11777,186,112.85999999999657,172,14,97946.76000000001,98059.62000000001
6409,U33750,186,645.4099999999999,172,14,30434.27,31079.68
6410,U12174,186,-5553.650000000009,179,7,127962.32000000002,122408.67000000001
6411,U9621,186,-22202.319999999985,145,41,213186.64999999985,190984.32999999987
6412,U36133,186,-47351.07000000002,142,44,402865.8300000002,355514.7600000002
6413,U43349,186,1183.6299999999994,127,59,12155.999999999996,13339.629999999996
6414,U9887,186,1255.890000000078,161,25,351779.2800000001,353035.17000000016
6415,U39924,186,-20328.709999999985,161,25,406380.80999999994,386052.1
6416,U42361,186,-65.11999999999915,163,23,28350.960000000003,28285.840000000004
6417,U23844,186,-3562.720000000016,120,66,573965.3999999999,570402.6799999999
6418,U26517,186,-278.73999999999955,139,47,39339.819999999985,39061.07999999999
6419,U23793,186,841.7999999999993,125,61,1899031.9300000004,1899873.7300000004
6420,U21056,186,4956.789999999957,145,41,2769402.4099999997,2774359.1999999997
6421,U39080,186,-9341.109999999993,159,27,188739.86999999997,179398.75999999998
6422,U41644,186,13900.489999999976,162,24,251171.02999999988,265071.51999999984
6423,U34745,186,-367.7800000000015,170,16,20300.81,19933.03
6424,U10006,186,694.6699999999993,178,8,11797.239999999996,12491.909999999996
6425,U11495,186,61908.360000000015,152,34,250023.4600000001,311931.8200000001
6426,U9069,186,4323.509999999996,162,24,40668.30000000001,44991.810000000005
6427,U39840,186,48041.960000000036,166,20,738669.5900000001,786711.5500000002
6428,U14516,186,-10338.459999999905,163,23,2208230.38,2197891.92
6429,U15364,186,-12944.620000000008,118,68,281110.2299999999,268165.6099999999
6430,U19386,186,3913.390000000005,162,24,52813.479999999996,56726.87
6431,U11577,186,26559.790000000026,147,39,361210.3300000001,387770.1200000001
6432,U34439,186,23496.399999999994,161,25,175342.34999999998,198838.74999999997
6433,U14724,186,5914.899999999909,139,47,734860.39,740775.2899999999
6434,U24619,186,66278.14000000004,164,22,1323302.0699999996,1389580.2099999997
6435,U33399,186,-1289.05,171,15,31302.12,30013.07
6436,U14457,186,21834.24999999997,126,60,335590.5200000001,357424.77
6437,U17493,186,-5739.6,167,19,39726.40000000001,33986.80000000001
6438,U12527,186,51722.310000000005,168,18,181427.78999999998,233150.09999999998
6439,U10878,186,51.2399999999659,110,76,470634.08,470685.32
6440,U14428,186,-14451.189999999982,124,62,273314.40000000026,258863.21000000028
6441,U37077,186,352.46000000000276,167,19,90769.82,91122.28000000001
6442,U12051,186,-68350.75,162,24,470203.79999999993,401853.04999999993
